player_ID,careerWAR
avilape01,1.21
avreaja01,0.12
axelrdy01,0.02000000000000013
axforjo01,3.99
ayalabo01,-1.2800000000000002
ayalalu01,7.91
aybarer01,0.05
aybarma01,-1.4400000000000002
aydelja01,-1.6300000000000001
ayersbi01,-1.13
ayersdo01,14.030000000000001
ayraubo01,0.25999999999999995
babcobo01,0.27
babicjo01,0.5
bachala01,0.77
bachmsa01,0.24
backebr01,0.45999999999999996
backhky01,-0.1
backmle01,0.21999999999999997
baconed01,-0.13
bacsimi01,-0.8600000000000001
bacsimi02,-0.35
bacusda01,-0.11
baczefr01,2.92
badenbu01,4.11
baderlo01,0.39
baeched01,-0.37
baekch01,0.9900000000000001
baezbe01,-0.6
baezda01,5.779999999999999
baezju01,-0.27
baezmi01,0.5900000000000001
baezpe01,3.56
baezsa01,-0.19
bagbyji01,29.57
bagbyji02,8.83
bahnsst01,23.91
bahred01,2.7
baichgr01,-0.04
baileal01,-1.25
bailean01,5.8500000000000005
bailebi01,-2.2
bailebr01,0.13
baileco01,2.4400000000000004
baileha01,1.4300000000000002
baileho01,-1.46
baileho02,6.1
baileji01,-0.09
baileki01,-0.05
bailepe01,1.1899999999999995
bailero01,4.74
bailesc01,-0.57
bailest01,0.16
bailesw01,-1.27
bailobo01,-0.02
bainlo01,-0.22
bairdbo01,-0.8899999999999999
bairdo01,6.98
bajenje01,-0.5900000000000001
bakelje01,2.1100000000000003
bakenda01,-0.18
bakeral01,-0.16
bakerbo01,-0.62
bakerbr01,1.77
bakered01,-0.48
bakerer01,-0.19
bakerje01,0.08
bakerjo01,0.1
bakerki01,-5.44
bakerne01,-0.41
bakerno01,0.88
bakerru01,0.07
bakersc01,-0.1
bakersc02,15.77
bakerst01,-1.63
bakerto01,0.12000000000000004
bakerto02,-0.19
balasmi01,-0.09
balazjo02,0.0
baldoal01,-0.49
baldsja01,4.6
baldwda01,3.69
baldwha01,-0.009999999999999995
baldwja01,9.49
baldwki01,-0.27
baldwla01,14.049999999999999
baldwma01,24.57
baldwo.01,-0.3
baldwri01,1.0
balejo01,1.06
balesco01,-1.21
balfogr01,9.22
ballaje01,-1.2699999999999996
balleja01,-0.69
ballima01,-0.15
ballowi01,0.21000000000000008
ballwa01,-0.44
balsato01,-0.27
bambege01,-0.58
bandaan01,0.7000000000000001
bandosa01,0.0
baneed01,-0.9400000000000001
baneydi01,0.15000000000000002
bankhda01,2.7600000000000002
bankhsa01,0.43999999999999995
bankhsc01,11.3
banksbi01,-0.44000000000000006
banksjo01,-0.86
banksta01,2.91
bankswi01,0.8099999999999998
bannibr01,4.58
bannifl01,26.45
bannoji01,-0.43
bantaja01,2.51
banuema01,-0.8500000000000001
baptitr01,0.14
baragca01,0.9299999999999999
barbajo01,-0.43
barbebr02,-0.65
barbebu01,-1.7999999999999998
barbefr01,-0.65
barbesa01,0.14
barbest01,18.14
barbest02,-0.44
barcelo01,0.55
barclcu01,3.1399999999999997
barcohu01,0.17
bardda01,8.34
bardlu01,0.78
barera01,-0.04999999999999971
barfijo01,-0.38
barfocl01,0.71
bargagr01,-1.42
bargecy01,5.24
barkbr01,0.08
barkele01,13.27
barkelu01,-0.14
barkema01,0.6699999999999999
barkeri01,-0.13
barklbr01,-0.46
barklje01,-0.5800000000000001
barlojo01,0.98
barlomi01,-0.52
barlosc01,7.8999999999999995
barnach01,-0.9700000000000001
barnebi02,0.36
barnebo01,-0.33
barnebr01,3.17
barnech01,-0.33
barneda01,-0.08
barneda02,0.9700000000000001
barnefr01,-0.41000000000000003
barnefr02,-0.34
barnefr03,-0.03
barneja01,-1.15
barneje01,21.349999999999998
barneju01,0.04
barnema01,4.15
barnema02,-0.32
barnere02,1.6599999999999997
barneri01,-0.51
barnero01,-0.36
barnesc01,0.04999999999999999
barneto01,2.51
barneve01,3.25
barnevi01,9.64
barnhda01,11.629999999999999
barnhed01,0.04
barnhja01,-0.15
barnhle01,-0.2
barnhtu01,-0.09999999999999999
barnige01,-0.94
barnoed01,0.19
barobe01,0.19
barojsa01,4.83
baronda01,-0.21
barraky01,1.74
barrbo01,-0.21999999999999997
barrbo02,-0.08
barreaa01,0.16
barrebi02,-0.06
barredi01,3.89
barrefr01,1.1099999999999999
barreja01,0.6699999999999999
barrema03,-0.11
barrere01,12.68
barreti01,-0.1
barrifr01,8.379999999999999
barrija01,5.68
barrima01,-0.07
barriyh01,0.3
barrji01,30.82
barrofr02,0.03
barrst01,-1.48
barryed01,-0.21999999999999997
barryha01,-0.32
barryke01,-0.16
barryto01,-0.33
barthbo01,-0.4
barthji01,-0.51
barthjo01,-0.32
barthle01,-0.16999999999999998
bartlbi01,-0.050000000000000044
bartlho01,0.20999999999999996
bartocl01,0.09
bartosh01,-0.49
bartsch01,1.82
barziph01,0.01
bashlty01,-0.69
baskeji01,2.8699999999999997
bassan01,3.79
bassbr01,-0.29999999999999993
bassdi01,-0.08
bassepe01,-0.37999999999999995
bassich01,18.22
bassno01,-0.49
bassobr01,0.5800000000000001
bastaan01,2.75
bastich01,-0.03
batchjo01,-0.1
batchri01,-0.52
batesdi01,-0.16
batesfr01,-3.02
batesjo01,-0.33
batismi01,14.479999999999999
battema01,0.01
battepe01,-0.25
battijo01,-0.03
battoch01,-0.16
baueral01,-1.02
bauerja01,-0.04
bauerlo01,0.0
bauerri01,1.49
bauerru01,6.349999999999999
